Matrix,Cores,Run,Type,Iteration,Runtime,Gflops
0-0_N1008246.bin,24,3,ITER,982,0.00338882,17.8513
0-0_N1008246.bin,24,3,ITER,983,0.00339266,17.8311
0-0_N1008246.bin,24,3,ITER,984,0.00340499,17.7665
0-0_N1008246.bin,24,3,ITER,985,0.00339003,17.8449
0-0_N1008246.bin,24,3,ITER,986,0.00339149,17.8372
0-0_N1008246.bin,24,3,ITER,987,0.00341264,17.7267
0-0_N1008246.bin,24,3,ITER,988,0.00338675,17.8622
0-0_N1008246.bin,24,3,ITER,989,0.00339552,17.816
0-0_N1008246.bin,24,3,ITER,990,0.00337441,17.9275
0-0_N1008246.bin,24,3,ITER,991,0.00340732,17.7543
0-0_N1008246.bin,24,3,ITER,992,0.00337952,17.9004
0-0_N1008246.bin,24,3,ITER,993,0.0033772,17.9127
0-0_N1008246.bin,24,3,ITER,994,0.00338906,17.85
0-0_N1008246.bin,24,3,ITER,995,0.00337937,17.9012
0-0_N1008246.bin,24,3,ITER,996,0.00341184,17.7308
0-0_N1008246.bin,24,3,ITER,997,0.00339509,17.8183
0-0_N1008246.bin,24,3,ITER,998,0.00339138,17.8378
0-0_N1008246.bin,24,3,ITER,999,0.00341411,17.719
0-0_N1008246.bin,24,3,ITER,1000,0.00339793,17.8034
0-0_N1008246.bin,24,4,IO_LOAD,1,0.0602498,0
0-0_N1008246.bin,24,4,ITER,1,0.00529645,11.4217
0-0_N1008246.bin,24,4,ITER,2,0.004259,14.204
0-0_N1008246.bin,24,4,ITER,3,0.00405026,14.936
0-0_N1008246.bin,24,4,ITER,4,0.00362138,16.7049
0-0_N1008246.bin,24,4,ITER,5,0.00357486,16.9223
0-0_N1008246.bin,24,4,ITER,6,0.00349311,17.3183
0-0_N1008246.bin,24,4,ITER,7,0.00341493,17.7148
0-0_N1008246.bin,24,4,ITER,8,0.00341631,17.7077
0-0_N1008246.bin,24,4,ITER,9,0.00341695,17.7043
0-0_N1008246.bin,24,4,ITER,10,0.00342424,17.6666
0-0_N1008246.bin,24,4,ITER,11,0.00345586,17.505
0-0_N1008246.bin,24,4,ITER,12,0.00345639,17.5023
0-0_N1008246.bin,24,4,ITER,13,0.00341404,17.7194
0-0_N1008246.bin,24,4,ITER,14,0.00342275,17.6743
0-0_N1008246.bin,24,4,ITER,15,0.00340469,17.7681
0-0_N1008246.bin,24,4,ITER,16,0.00338247,17.8848
0-0_N1008246.bin,24,4,ITER,17,0.00341237,17.7281
0-0_N1008246.bin,24,4,ITER,18,0.00338432,17.875
0-0_N1008246.bin,24,4,ITER,19,0.00341666,17.7058
0-0_N1008246.bin,24,4,ITER,20,0.00340196,17.7823
0-0_N1008246.bin,24,4,ITER,21,0.00338779,17.8567
0-0_N1008246.bin,24,4,ITER,22,0.00338713,17.8602
0-0_N1008246.bin,24,4,ITER,23,0.00341553,17.7117
0-0_N1008246.bin,24,4,ITER,24,0.0034101,17.7399
0-0_N1008246.bin,24,4,ITER,25,0.00340351,17.7742
0-0_N1008246.bin,24,4,ITER,26,0.00340071,17.7888
0-0_N1008246.bin,24,4,ITER,27,0.0034102,17.7394
0-0_N1008246.bin,24,4,ITER,28,0.00339775,17.8044
0-0_N1008246.bin,24,4,ITER,29,0.00338255,17.8844
0-0_N1008246.bin,24,4,ITER,30,0.00341108,17.7348
0-0_N1008246.bin,24,4,ITER,31,0.00340782,17.7517
0-0_N1008246.bin,24,4,ITER,32,0.00340114,17.7866
0-0_N1008246.bin,24,4,ITER,33,0.00338559,17.8683
0-0_N1008246.bin,24,4,ITER,34,0.00340012,17.7919
0-0_N1008246.bin,24,4,ITER,35,0.00338071,17.8941
0-0_N1008246.bin,24,4,ITER,36,0.00340378,17.7728
0-0_N1008246.bin,24,4,ITER,37,0.00338009,17.8974
0-0_N1008246.bin,24,4,ITER,38,0.00340317,17.776
0-0_N1008246.bin,24,4,ITER,39,0.00340924,17.7443
0-0_N1008246.bin,24,4,ITER,40,0.00339395,17.8243
0-0_N1008246.bin,24,4,ITER,41,0.00340117,17.7864
0-0_N1008246.bin,24,4,ITER,42,0.00340111,17.7868
0-0_N1008246.bin,24,4,ITER,43,0.00342142,17.6812
0-0_N1008246.bin,24,4,ITER,44,0.00340883,17.7465
0-0_N1008246.bin,24,4,ITER,45,0.00340075,17.7886
0-0_N1008246.bin,24,4,ITER,46,0.00339553,17.816
0-0_N1008246.bin,24,4,ITER,47,0.00337863,17.9051
0-0_N1008246.bin,24,4,ITER,48,0.00338982,17.846
0-0_N1008246.bin,24,4,ITER,49,0.00338709,17.8604
0-0_N1008246.bin,24,4,ITER,50,0.00341448,17.7171
0-0_N1008246.bin,24,4,ITER,51,0.00341332,17.7231
0-0_N1008246.bin,24,4,ITER,52,0.00339295,17.8295
0-0_N1008246.bin,24,4,ITER,53,0.00342375,17.6692
0-0_N1008246.bin,24,4,ITER,54,0.00340063,17.7893
0-0_N1008246.bin,24,4,ITER,55,0.00341874,17.695
0-0_N1008246.bin,24,4,ITER,56,0.00338436,17.8748
0-0_N1008246.bin,24,4,ITER,57,0.0034014,17.7852
0-0_N1008246.bin,24,4,ITER,58,0.00340181,17.7831
0-0_N1008246.bin,24,4,ITER,59,0.0033906,17.8419
0-0_N1008246.bin,24,4,ITER,60,0.00341938,17.6917
0-0_N1008246.bin,24,4,ITER,61,0.0034158,17.7103
0-0_N1008246.bin,24,4,ITER,62,0.00340859,17.7477
0-0_N1008246.bin,24,4,ITER,63,0.00339805,17.8028
0-0_N1008246.bin,24,4,ITER,64,0.00340793,17.7512
0-0_N1008246.bin,24,4,ITER,65,0.00339679,17.8094
0-0_N1008246.bin,24,4,ITER,66,0.00341848,17.6964
0-0_N1008246.bin,24,4,ITER,67,0.00343033,17.6353
0-0_N1008246.bin,24,4,ITER,68,0.00339158,17.8368
0-0_N1008246.bin,24,4,ITER,69,0.00340498,17.7666
0-0_N1008246.bin,24,4,ITER,70,0.00339505,17.8185
0-0_N1008246.bin,24,4,ITER,71,0.00337741,17.9116
0-0_N1008246.bin,24,4,ITER,72,0.00341153,17.7325
0-0_N1008246.bin,24,4,ITER,73,0.00337192,17.9407
0-0_N1008246.bin,24,4,ITER,74,0.00340574,17.7626
0-0_N1008246.bin,24,4,ITER,75,0.00340463,17.7684
0-0_N1008246.bin,24,4,ITER,76,0.00339579,17.8147
0-0_N1008246.bin,24,4,ITER,77,0.00341288,17.7254
0-0_N1008246.bin,24,4,ITER,78,0.00339307,17.8289
0-0_N1008246.bin,24,4,ITER,79,0.00340738,17.754
0-0_N1008246.bin,24,4,ITER,80,0.00337542,17.9222
0-0_N1008246.bin,24,4,ITER,81,0.00339012,17.8444
0-0_N1008246.bin,24,4,ITER,82,0.00342218,17.6772
0-0_N1008246.bin,24,4,ITER,83,0.00338714,17.8601
0-0_N1008246.bin,24,4,ITER,84,0.00338746,17.8584
0-0_N1008246.bin,24,4,ITER,85,0.00338469,17.8731
0-0_N1008246.bin,24,4,ITER,86,0.00341357,17.7218
0-0_N1008246.bin,24,4,ITER,87,0.00340414,17.7709
0-0_N1008246.bin,24,4,ITER,88,0.00336773,17.9631
0-0_N1008246.bin,24,4,ITER,89,0.00342562,17.6595
0-0_N1008246.bin,24,4,ITER,90,0.00340466,17.7682
0-0_N1008246.bin,24,4,ITER,91,0.0034123,17.7284
0-0_N1008246.bin,24,4,ITER,92,0.00339325,17.828
0-0_N1008246.bin,24,4,ITER,93,0.00338376,17.878
0-0_N1008246.bin,24,4,ITER,94,0.00339656,17.8106
0-0_N1008246.bin,24,4,ITER,95,0.00338726,17.8595
0-0_N1008246.bin,24,4,ITER,96,0.00340499,17.7665
0-0_N1008246.bin,24,4,ITER,97,0.00338633,17.8644
0-0_N1008246.bin,24,4,ITER,98,0.00339229,17.833
0-0_N1008246.bin,24,4,ITER,99,0.00339403,17.8239
0-0_N1008246.bin,24,4,ITER,100,0.00342108,17.6829
0-0_N1008246.bin,24,4,ITER,101,0.00338947,17.8479
0-0_N1008246.bin,24,4,ITER,102,0.00338952,17.8476
0-0_N1008246.bin,24,4,ITER,103,0.00340984,17.7412
0-0_N1008246.bin,24,4,ITER,104,0.00340775,17.7521
0-0_N1008246.bin,24,4,ITER,105,0.00339458,17.821
0-0_N1008246.bin,24,4,ITER,106,0.00338253,17.8844
0-0_N1008246.bin,24,4,ITER,107,0.00339709,17.8078
0-0_N1008246.bin,24,4,ITER,108,0.00339781,17.8041
0-0_N1008246.bin,24,4,ITER,109,0.00339783,17.804
0-0_N1008246.bin,24,4,ITER,110,0.00339149,17.8372
0-0_N1008246.bin,24,4,ITER,111,0.00341148,17.7327
0-0_N1008246.bin,24,4,ITER,112,0.00339568,17.8152
0-0_N1008246.bin,24,4,ITER,113,0.00339301,17.8292
0-0_N1008246.bin,24,4,ITER,114,0.00339346,17.8269
0-0_N1008246.bin,24,4,ITER,115,0.00339398,17.8241
0-0_N1008246.bin,24,4,ITER,116,0.00338161,17.8893
0-0_N1008246.bin,24,4,ITER,117,0.00340595,17.7615
0-0_N1008246.bin,24,4,ITER,118,0.00339733,17.8066
0-0_N1008246.bin,24,4,ITER,119,0.00340289,17.7774
0-0_N1008246.bin,24,4,ITER,120,0.00339801,17.803
0-0_N1008246.bin,24,4,ITER,121,0.00339045,17.8427
0-0_N1008246.bin,24,4,ITER,122,0.00336295,17.9886
0-0_N1008246.bin,24,4,ITER,123,0.00338361,17.8788
0-0_N1008246.bin,24,4,ITER,124,0.00341376,17.7208
0-0_N1008246.bin,24,4,ITER,125,0.00340487,17.7671
0-0_N1008246.bin,24,4,ITER,126,0.00338669,17.8625
0-0_N1008246.bin,24,4,ITER,127,0.00338497,17.8716
0-0_N1008246.bin,24,4,ITER,128,0.00340982,17.7414
0-0_N1008246.bin,24,4,ITER,129,0.00337627,17.9176
0-0_N1008246.bin,24,4,ITER,130,0.00340838,17.7488
0-0_N1008246.bin,24,4,ITER,131,0.00341978,17.6897
0-0_N1008246.bin,24,4,ITER,132,0.0034014,17.7852
0-0_N1008246.bin,24,4,ITER,133,0.00339724,17.807
0-0_N1008246.bin,24,4,ITER,134,0.00339869,17.7994
0-0_N1008246.bin,24,4,ITER,135,0.00339349,17.8267
0-0_N1008246.bin,24,4,ITER,136,0.00338959,17.8472
0-0_N1008246.bin,24,4,ITER,137,0.00341575,17.7105
0-0_N1008246.bin,24,4,ITER,138,0.00340192,17.7825
0-0_N1008246.bin,24,4,ITER,139,0.0033809,17.8931
0-0_N1008246.bin,24,4,ITER,140,0.00342398,17.668
0-0_N1008246.bin,24,4,ITER,141,0.00339451,17.8213
0-0_N1008246.bin,24,4,ITER,142,0.00340533,17.7647
0-0_N1008246.bin,24,4,ITER,143,0.00339159,17.8367
0-0_N1008246.bin,24,4,ITER,144,0.00350017,17.2834
0-0_N1008246.bin,24,4,ITER,145,0.00340809,17.7503
0-0_N1008246.bin,24,4,ITER,146,0.0034108,17.7363
0-0_N1008246.bin,24,4,ITER,147,0.00341541,17.7123
0-0_N1008246.bin,24,4,ITER,148,0.00340575,17.7625
0-0_N1008246.bin,24,4,ITER,149,0.00337553,17.9215
0-0_N1008246.bin,24,4,ITER,150,0.00341184,17.7308
0-0_N1008246.bin,24,4,ITER,151,0.00340761,17.7528
0-0_N1008246.bin,24,4,ITER,152,0.00338693,17.8612
0-0_N1008246.bin,24,4,ITER,153,0.00340401,17.7716
0-0_N1008246.bin,24,4,ITER,154,0.00346664,17.4505
0-0_N1008246.bin,24,4,ITER,155,0.00340732,17.7543
0-0_N1008246.bin,24,4,ITER,156,0.00340759,17.7529
0-0_N1008246.bin,24,4,ITER,157,0.00341099,17.7353
0-0_N1008246.bin,24,4,ITER,158,0.0033943,17.8224
0-0_N1008246.bin,24,4,ITER,159,0.00342587,17.6582
0-0_N1008246.bin,24,4,ITER,160,0.00342338,17.6711
0-0_N1008246.bin,24,4,ITER,161,0.00341374,17.721
0-0_N1008246.bin,24,4,ITER,162,0.00341896,17.6939
0-0_N1008246.bin,24,4,ITER,163,0.00338117,17.8916
0-0_N1008246.bin,24,4,ITER,164,0.00339135,17.838
0-0_N1008246.bin,24,4,ITER,165,0.00338448,17.8742
0-0_N1008246.bin,24,4,ITER,166,0.00341928,17.6923
0-0_N1008246.bin,24,4,ITER,167,0.00338683,17.8618
0-0_N1008246.bin,24,4,ITER,168,0.00338484,17.8723
0-0_N1008246.bin,24,4,ITER,169,0.00338695,17.8611
0-0_N1008246.bin,24,4,ITER,170,0.00339691,17.8088
0-0_N1008246.bin,24,4,ITER,171,0.00340198,17.7822
0-0_N1008246.bin,24,4,ITER,172,0.00339808,17.8026
0-0_N1008246.bin,24,4,ITER,173,0.00340081,17.7883
0-0_N1008246.bin,24,4,ITER,174,0.00341947,17.6913
0-0_N1008246.bin,24,4,ITER,175,0.00338117,17.8916
0-0_N1008246.bin,24,4,ITER,176,0.00340593,17.7616
0-0_N1008246.bin,24,4,ITER,177,0.00340546,17.764
0-0_N1008246.bin,24,4,ITER,178,0.00342923,17.6409
0-0_N1008246.bin,24,4,ITER,179,0.00340725,17.7547
0-0_N1008246.bin,24,4,ITER,180,0.00340039,17.7905
0-0_N1008246.bin,24,4,ITER,181,0.00340873,17.747
0-0_N1008246.bin,24,4,ITER,182,0.0033826,17.8841
0-0_N1008246.bin,24,4,ITER,183,0.00340865,17.7475
0-0_N1008246.bin,24,4,ITER,184,0.00338422,17.8756
0-0_N1008246.bin,24,4,ITER,185,0.00340654,17.7584
0-0_N1008246.bin,24,4,ITER,186,0.00339056,17.8421
0-0_N1008246.bin,24,4,ITER,187,0.00341869,17.6953
0-0_N1008246.bin,24,4,ITER,188,0.00340573,17.7626
0-0_N1008246.bin,24,4,ITER,189,0.00339688,17.8089
0-0_N1008246.bin,24,4,ITER,190,0.00340957,17.7426
0-0_N1008246.bin,24,4,ITER,191,0.00340396,17.7719
0-0_N1008246.bin,24,4,ITER,192,0.00340376,17.7729
0-0_N1008246.bin,24,4,ITER,193,0.00337767,17.9102
0-0_N1008246.bin,24,4,ITER,194,0.00338268,17.8837
0-0_N1008246.bin,24,4,ITER,195,0.00341121,17.7341
0-0_N1008246.bin,24,4,ITER,196,0.00340564,17.7631
0-0_N1008246.bin,24,4,ITER,197,0.00340844,17.7485
0-0_N1008246.bin,24,4,ITER,198,0.0033987,17.7994
0-0_N1008246.bin,24,4,ITER,199,0.00338723,17.8596
0-0_N1008246.bin,24,4,ITER,200,0.00340168,17.7838
0-0_N1008246.bin,24,4,ITER,201,0.00338693,17.8612
0-0_N1008246.bin,24,4,ITER,202,0.00341713,17.7034
0-0_N1008246.bin,24,4,ITER,203,0.00340437,17.7697
0-0_N1008246.bin,24,4,ITER,204,0.00338666,17.8627
0-0_N1008246.bin,24,4,ITER,205,0.00341222,17.7289
0-0_N1008246.bin,24,4,ITER,206,0.00339551,17.8161
0-0_N1008246.bin,24,4,ITER,207,0.00340136,17.7854
0-0_N1008246.bin,24,4,ITER,208,0.00341244,17.7277
0-0_N1008246.bin,24,4,ITER,209,0.00338305,17.8817
0-0_N1008246.bin,24,4,ITER,210,0.00339058,17.842
0-0_N1008246.bin,24,4,ITER,211,0.00338985,17.8459
0-0_N1008246.bin,24,4,ITER,212,0.00340857,17.7478
0-0_N1008246.bin,24,4,ITER,213,0.00338278,17.8832
0-0_N1008246.bin,24,4,ITER,214,0.00342426,17.6665
0-0_N1008246.bin,24,4,ITER,215,0.00340004,17.7924
0-0_N1008246.bin,24,4,ITER,216,0.00337797,17.9086
0-0_N1008246.bin,24,4,ITER,217,0.00340837,17.7489
0-0_N1008246.bin,24,4,ITER,218,0.00340026,17.7912
0-0_N1008246.bin,24,4,ITER,219,0.00340811,17.7502
0-0_N1008246.bin,24,4,ITER,220,0.00341657,17.7063
0-0_N1008246.bin,24,4,ITER,221,0.00343523,17.6101
0-0_N1008246.bin,24,4,ITER,222,0.00340917,17.7447
0-0_N1008246.bin,24,4,ITER,223,0.00337693,17.9141
0-0_N1008246.bin,24,4,ITER,224,0.00339366,17.8258
0-0_N1008246.bin,24,4,ITER,225,0.00340918,17.7446
0-0_N1008246.bin,24,4,ITER,226,0.00341933,17.692
0-0_N1008246.bin,24,4,ITER,227,0.00339985,17.7934
0-0_N1008246.bin,24,4,ITER,228,0.00339682,17.8092
0-0_N1008246.bin,24,4,ITER,229,0.0034165,17.7066
0-0_N1008246.bin,24,4,ITER,230,0.00338503,17.8713
0-0_N1008246.bin,24,4,ITER,231,0.0033995,17.7952
0-0_N1008246.bin,24,4,ITER,232,0.00340952,17.7429
0-0_N1008246.bin,24,4,ITER,233,0.00340345,17.7746
0-0_N1008246.bin,24,4,ITER,234,0.00339486,17.8195
0-0_N1008246.bin,24,4,ITER,235,0.00340987,17.7411
0-0_N1008246.bin,24,4,ITER,236,0.00340648,17.7587
0-0_N1008246.bin,24,4,ITER,237,0.00340599,17.7613
0-0_N1008246.bin,24,4,ITER,238,0.0034247,17.6643
0-0_N1008246.bin,24,4,ITER,239,0.00340245,17.7797
0-0_N1008246.bin,24,4,ITER,240,0.00338896,17.8505
0-0_N1008246.bin,24,4,ITER,241,0.00339933,17.7961
0-0_N1008246.bin,24,4,ITER,242,0.00340848,17.7483
0-0_N1008246.bin,24,4,ITER,243,0.00340643,17.759
0-0_N1008246.bin,24,4,ITER,244,0.00338617,17.8652
0-0_N1008246.bin,24,4,ITER,245,0.00340887,17.7463
0-0_N1008246.bin,24,4,ITER,246,0.00340051,17.7899
0-0_N1008246.bin,24,4,ITER,247,0.00340384,17.7725
0-0_N1008246.bin,24,4,ITER,248,0.00340358,17.7739
0-0_N1008246.bin,24,4,ITER,249,0.00339457,17.821
0-0_N1008246.bin,24,4,ITER,250,0.00340729,17.7545
0-0_N1008246.bin,24,4,ITER,251,0.00341434,17.7178
0-0_N1008246.bin,24,4,ITER,252,0.00343716,17.6002
0-0_N1008246.bin,24,4,ITER,253,0.00343441,17.6143
0-0_N1008246.bin,24,4,ITER,254,0.0034172,17.703
0-0_N1008246.bin,24,4,ITER,255,0.00338906,17.85
0-0_N1008246.bin,24,4,ITER,256,0.00340022,17.7914
0-0_N1008246.bin,24,4,ITER,257,0.00341427,17.7182
0-0_N1008246.bin,24,4,ITER,258,0.00338741,17.8587
0-0_N1008246.bin,24,4,ITER,259,0.00340428,17.7702
0-0_N1008246.bin,24,4,ITER,260,0.00342394,17.6682
0-0_N1008246.bin,24,4,ITER,261,0.00338863,17.8523
0-0_N1008246.bin,24,4,ITER,262,0.00342167,17.6799
0-0_N1008246.bin,24,4,ITER,263,0.0033915,17.8372
0-0_N1008246.bin,24,4,ITER,264,0.0033972,17.8073
0-0_N1008246.bin,24,4,ITER,265,0.00337567,17.9208
0-0_N1008246.bin,24,4,ITER,266,0.00339324,17.828
0-0_N1008246.bin,24,4,ITER,267,0.00344012,17.5851
0-0_N1008246.bin,24,4,ITER,268,0.00339878,17.799
0-0_N1008246.bin,24,4,ITER,269,0.00340809,17.7503
0-0_N1008246.bin,24,4,ITER,270,0.0033978,17.8041
0-0_N1008246.bin,24,4,ITER,271,0.00341751,17.7014
0-0_N1008246.bin,24,4,ITER,272,0.00338782,17.8565
0-0_N1008246.bin,24,4,ITER,273,0.00339218,17.8336
0-0_N1008246.bin,24,4,ITER,274,0.00342184,17.679
0-0_N1008246.bin,24,4,ITER,275,0.00341549,17.7119
0-0_N1008246.bin,24,4,ITER,276,0.00341095,17.7355
0-0_N1008246.bin,24,4,ITER,277,0.00340213,17.7815
0-0_N1008246.bin,24,4,ITER,278,0.003392,17.8345
0-0_N1008246.bin,24,4,ITER,279,0.00339425,17.8227
0-0_N1008246.bin,24,4,ITER,280,0.00337833,17.9067
0-0_N1008246.bin,24,4,ITER,281,0.00340338,17.7749
0-0_N1008246.bin,24,4,ITER,282,0.00341253,17.7272
0-0_N1008246.bin,24,4,ITER,283,0.00340683,17.7569
0-0_N1008246.bin,24,4,ITER,284,0.00339768,17.8047
0-0_N1008246.bin,24,4,ITER,285,0.00342502,17.6626
0-0_N1008246.bin,24,4,ITER,286,0.00340458,17.7687
0-0_N1008246.bin,24,4,ITER,287,0.00340674,17.7574
0-0_N1008246.bin,24,4,ITER,288,0.00338801,17.8555
0-0_N1008246.bin,24,4,ITER,289,0.00342249,17.6756
0-0_N1008246.bin,24,4,ITER,290,0.00338265,17.8839
0-0_N1008246.bin,24,4,ITER,291,0.00338372,17.8782
0-0_N1008246.bin,24,4,ITER,292,0.00338228,17.8858
0-0_N1008246.bin,24,4,ITER,293,0.00341845,17.6966
0-0_N1008246.bin,24,4,ITER,294,0.0033792,17.9021
0-0_N1008246.bin,24,4,ITER,295,0.00339619,17.8125
0-0_N1008246.bin,24,4,ITER,296,0.00341472,17.7159
0-0_N1008246.bin,24,4,ITER,297,0.00338965,17.8469
0-0_N1008246.bin,24,4,ITER,298,0.0034045,17.7691
0-0_N1008246.bin,24,4,ITER,299,0.00341463,17.7163
0-0_N1008246.bin,24,4,ITER,300,0.00341083,17.7361
0-0_N1008246.bin,24,4,ITER,301,0.00340715,17.7552
0-0_N1008246.bin,24,4,ITER,302,0.00340982,17.7414
0-0_N1008246.bin,24,4,ITER,303,0.00339595,17.8138
0-0_N1008246.bin,24,4,ITER,304,0.0034191,17.6932
0-0_N1008246.bin,24,4,ITER,305,0.00337985,17.8986
0-0_N1008246.bin,24,4,ITER,306,0.00339895,17.7981
0-0_N1008246.bin,24,4,ITER,307,0.00340385,17.7725
0-0_N1008246.bin,24,4,ITER,308,0.00339992,17.793
0-0_N1008246.bin,24,4,ITER,309,0.00338511,17.8708
0-0_N1008246.bin,24,4,ITER,310,0.00341547,17.712
0-0_N1008246.bin,24,4,ITER,311,0.00339916,17.797
0-0_N1008246.bin,24,4,ITER,312,0.00341505,17.7141
0-0_N1008246.bin,24,4,ITER,313,0.00339668,17.81
0-0_N1008246.bin,24,4,ITER,314,0.0033883,17.854
0-0_N1008246.bin,24,4,ITER,315,0.00337895,17.9034
0-0_N1008246.bin,24,4,ITER,316,0.00341877,17.6949
0-0_N1008246.bin,24,4,ITER,317,0.00340819,17.7498
0-0_N1008246.bin,24,4,ITER,318,0.00339711,17.8077
0-0_N1008246.bin,24,4,ITER,319,0.00341,17.7404
0-0_N1008246.bin,24,4,ITER,320,0.00340054,17.7897
0-0_N1008246.bin,24,4,ITER,321,0.00340354,17.7741
0-0_N1008246.bin,24,4,ITER,322,0.00340635,17.7594
0-0_N1008246.bin,24,4,ITER,323,0.0033881,17.8551
0-0_N1008246.bin,24,4,ITER,324,0.00341478,17.7155
0-0_N1008246.bin,24,4,ITER,325,0.00339785,17.8038
0-0_N1008246.bin,24,4,ITER,326,0.00348559,17.3557
0-0_N1008246.bin,24,4,ITER,327,0.00374385,16.1584
0-0_N1008246.bin,24,4,ITER,328,0.00365394,16.556
0-0_N1008246.bin,24,4,ITER,329,0.00340598,17.7613
0-0_N1008246.bin,24,4,ITER,330,0.00344763,17.5468
0-0_N1008246.bin,24,4,ITER,331,0.0033987,17.7994
0-0_N1008246.bin,24,4,ITER,332,0.00341031,17.7388
0-0_N1008246.bin,24,4,ITER,333,0.00340928,17.7441
0-0_N1008246.bin,24,4,ITER,334,0.00341055,17.7376
0-0_N1008246.bin,24,4,ITER,335,0.00338613,17.8654
0-0_N1008246.bin,24,4,ITER,336,0.00340132,17.7857
0-0_N1008246.bin,24,4,ITER,337,0.00341445,17.7173
0-0_N1008246.bin,24,4,ITER,338,0.0034063,17.7597
0-0_N1008246.bin,24,4,ITER,339,0.00341816,17.6981
0-0_N1008246.bin,24,4,ITER,340,0.00339481,17.8198
0-0_N1008246.bin,24,4,ITER,341,0.00338784,17.8564
0-0_N1008246.bin,24,4,ITER,342,0.00339009,17.8446
0-0_N1008246.bin,24,4,ITER,343,0.00339197,17.8347
0-0_N1008246.bin,24,4,ITER,344,0.00340498,17.7666
0-0_N1008246.bin,24,4,ITER,345,0.00341074,17.7366
0-0_N1008246.bin,24,4,ITER,346,0.00342651,17.6549
0-0_N1008246.bin,24,4,ITER,347,0.00337802,17.9083
0-0_N1008246.bin,24,4,ITER,348,0.00338457,17.8737
0-0_N1008246.bin,24,4,ITER,349,0.00341437,17.7177
0-0_N1008246.bin,24,4,ITER,350,0.00338581,17.8671
0-0_N1008246.bin,24,4,ITER,351,0.00340294,17.7772
0-0_N1008246.bin,24,4,ITER,352,0.00338748,17.8583
0-0_N1008246.bin,24,4,ITER,353,0.0033787,17.9047
0-0_N1008246.bin,24,4,ITER,354,0.00343391,17.6169
0-0_N1008246.bin,24,4,ITER,355,0.00339182,17.8355
0-0_N1008246.bin,24,4,ITER,356,0.00340826,17.7494
0-0_N1008246.bin,24,4,ITER,357,0.00339449,17.8214
0-0_N1008246.bin,24,4,ITER,358,0.00340674,17.7574
0-0_N1008246.bin,24,4,ITER,359,0.0034268,17.6534
0-0_N1008246.bin,24,4,ITER,360,0.00339679,17.8094
0-0_N1008246.bin,24,4,ITER,361,0.00342755,17.6496
0-0_N1008246.bin,24,4,ITER,362,0.00340582,17.7622
0-0_N1008246.bin,24,4,ITER,363,0.00340804,17.7506
0-0_N1008246.bin,24,4,ITER,364,0.0033918,17.8356
0-0_N1008246.bin,24,4,ITER,365,0.00342763,17.6491
0-0_N1008246.bin,24,4,ITER,366,0.00339341,17.8271
0-0_N1008246.bin,24,4,ITER,367,0.00339646,17.8111
0-0_N1008246.bin,24,4,ITER,368,0.00339573,17.815
0-0_N1008246.bin,24,4,ITER,369,0.00340475,17.7678
0-0_N1008246.bin,24,4,ITER,370,0.003414,17.7196
0-0_N1008246.bin,24,4,ITER,371,0.00339386,17.8248
0-0_N1008246.bin,24,4,ITER,372,0.0033942,17.823
0-0_N1008246.bin,24,4,ITER,373,0.00340559,17.7634
0-0_N1008246.bin,24,4,ITER,374,0.00341752,17.7014
0-0_N1008246.bin,24,4,ITER,375,0.00340631,17.7596
0-0_N1008246.bin,24,4,ITER,376,0.00337671,17.9153
0-0_N1008246.bin,24,4,ITER,377,0.00340612,17.7606
0-0_N1008246.bin,24,4,ITER,378,0.00340022,17.7914
0-0_N1008246.bin,24,4,ITER,379,0.00338809,17.8551
0-0_N1008246.bin,24,4,ITER,380,0.00340628,17.7598
0-0_N1008246.bin,24,4,ITER,381,0.00338317,17.8811
0-0_N1008246.bin,24,4,ITER,382,0.00341041,17.7383
0-0_N1008246.bin,24,4,ITER,383,0.00340566,17.763
0-0_N1008246.bin,24,4,ITER,384,0.00340713,17.7553
0-0_N1008246.bin,24,4,ITER,385,0.00340636,17.7594
0-0_N1008246.bin,24,4,ITER,386,0.003371,17.9456
0-0_N1008246.bin,24,4,ITER,387,0.00339958,17.7948
0-0_N1008246.bin,24,4,ITER,388,0.00339463,17.8207
0-0_N1008246.bin,24,4,ITER,389,0.00341069,17.7368
0-0_N1008246.bin,24,4,ITER,390,0.0033999,17.7931
0-0_N1008246.bin,24,4,ITER,391,0.00338862,17.8523
0-0_N1008246.bin,24,4,ITER,392,0.00340493,17.7668
0-0_N1008246.bin,24,4,ITER,393,0.00337207,17.9399
0-0_N1008246.bin,24,4,ITER,394,0.00340827,17.7494
0-0_N1008246.bin,24,4,ITER,395,0.00339665,17.8101
0-0_N1008246.bin,24,4,ITER,396,0.00339572,17.815
0-0_N1008246.bin,24,4,ITER,397,0.00342469,17.6643
0-0_N1008246.bin,24,4,ITER,398,0.00342177,17.6794
0-0_N1008246.bin,24,4,ITER,399,0.00340602,17.7611
0-0_N1008246.bin,24,4,ITER,400,0.00341901,17.6937
0-0_N1008246.bin,24,4,ITER,401,0.0034358,17.6072
0-0_N1008246.bin,24,4,ITER,402,0.00340051,17.7899
0-0_N1008246.bin,24,4,ITER,403,0.00338311,17.8814
0-0_N1008246.bin,24,4,ITER,404,0.00339675,17.8096
