Matrix,Cores,Process_NUMA_Policy,Run,Iterations,IO_Time,SpMV_Time,SpMV_GFLOPS,Perf_Cycles,Perf_Instructions,Perf_CacheMisses,Perf_dTLBMisses
0-0_N28807.bin,1,membind,15,18911,0.002448,10.003522,0.000173,36373067599,204314089093,9567445,50466
0-0_N28807.bin,1,interleave,1,18906,0.002741,9.997714,0.000173,36349901209,204260069114,9434900,50361
0-0_N28807.bin,1,interleave,2,18906,0.002596,9.996761,0.000173,36347544991,204260069109,10410617,57969
0-0_N28807.bin,1,interleave,3,18906,0.002518,9.992835,0.000173,36333019538,204260069073,9425841,50120
0-0_N28807.bin,1,interleave,4,18906,0.002520,9.992853,0.000173,36332058452,204260069058,9345921,50212
0-0_N28807.bin,1,interleave,5,18906,0.002480,9.994559,0.000173,36341528720,204260069043,9566803,51187
0-0_N28807.bin,1,interleave,6,18906,0.002579,9.993821,0.000173,36337717013,204260069170,10874720,49925
0-0_N28807.bin,1,interleave,7,18906,0.002525,9.995081,0.000173,36342170049,204260068997,9304325,50063
0-0_N28807.bin,1,interleave,8,18906,0.002540,9.991579,0.000173,36329040535,204260069069,9373419,48921
0-0_N28807.bin,1,interleave,9,18906,0.002531,10.002119,0.000173,36366457383,204260069076,9618066,50895
0-0_N28807.bin,1,interleave,10,18906,0.002563,9.995028,0.000173,36340987866,204260069154,11105741,50741
0-0_N28807.bin,1,interleave,11,18906,0.002550,9.999045,0.000173,36357038162,204260069169,9631829,49787
0-0_N28807.bin,1,interleave,12,18906,0.002464,9.993911,0.000173,36337309735,204260069131,9339592,49784
0-0_N28807.bin,1,interleave,13,18906,0.002596,9.996330,0.000173,36345145602,204260069122,9216158,50484
0-0_N28807.bin,1,interleave,14,18906,0.002536,9.996725,0.000173,36348378964,204260069155,10685929,50326
0-0_N28807.bin,1,interleave,15,18906,0.002534,9.995008,0.000173,36342753659,204260069121,9440199,50711
0-0_N28807.bin,8,membind,1,147922,0.002686,10.019074,0.000173,291908341721,1598742303728,334189196,243014
0-0_N28807.bin,8,membind,2,147922,0.002741,10.073601,0.000172,293542319724,1598833775850,323947722,247442
0-0_N28807.bin,8,membind,3,147922,0.002741,9.987609,0.000173,290990040362,1598693751974,327911212,249246
0-0_N28807.bin,8,membind,4,147922,0.002722,10.001546,0.000173,291458773343,1598728360415,330577081,228564
0-0_N28807.bin,8,membind,5,147922,0.002725,9.987138,0.000173,290916913332,1598685479265,322186871,230814
0-0_N28807.bin,8,membind,6,147922,0.002738,9.978070,0.000173,290758808009,1598689244911,307143211,251186
0-0_N28807.bin,8,membind,7,147922,0.002751,9.981240,0.000173,290829601776,1598685758607,320999412,235821
0-0_N28807.bin,8,membind,8,147922,0.002728,10.025157,0.000172,292106133995,1598771016585,331594154,382779
0-0_N28807.bin,8,membind,9,147922,0.002745,9.988031,0.000173,291018452547,1598697999428,335759389,247349
0-0_N28807.bin,8,membind,10,147922,0.002731,9.982708,0.000173,290874529671,1598694895911,325415077,241369
0-0_N28807.bin,8,membind,11,147922,0.002729,9.992963,0.000173,291207659553,1598713174272,326400945,397218
0-0_N28807.bin,8,membind,12,147922,0.002734,9.982439,0.000173,290873499147,1598693678065,335255876,250649
0-0_N28807.bin,8,membind,13,147922,0.002744,9.985402,0.000173,290941144859,1598689365557,334860747,309855
0-0_N28807.bin,8,membind,14,147922,0.002726,9.992115,0.000173,291172929049,1598701528903,323913854,527663
0-0_N28807.bin,8,membind,15,147922,0.002746,9.988243,0.000173,291050320752,1598704113581,324832972,527151
0-0_N28807.bin,8,interleave,1,147867,0.002876,9.980911,0.000173,290833508376,1598100304009,313237359,378816
0-0_N28807.bin,8,interleave,2,147867,0.002794,10.004408,0.000173,291548518718,1598135356187,321212652,249624
0-0_N28807.bin,8,interleave,3,147867,0.002819,9.976386,0.000173,290674646217,1598095491320,327129358,236958
0-0_N28807.bin,8,interleave,4,147867,0.002793,9.975628,0.000173,290659618964,1598086588229,305587045,403851
0-0_N28807.bin,8,interleave,5,147867,0.002807,10.007126,0.000173,291682060852,1598141410798,312262285,228625
0-0_N28807.bin,8,interleave,6,147867,0.002806,9.984734,0.000173,290960881285,1598109831418,338760457,214303
0-0_N28807.bin,8,interleave,7,147867,0.002805,10.031156,0.000172,292345686077,1598174766535,317782125,248695
0-0_N28807.bin,8,interleave,8,147867,0.002799,9.976133,0.000173,290713764304,1598094945248,319966993,246873
0-0_N28807.bin,8,interleave,9,147867,0.002835,9.971659,0.000173,290616879885,1598090908998,340745030,254387
0-0_N28807.bin,8,interleave,10,147867,0.002851,9.990749,0.000173,291128081256,1598120128775,326201103,227954
0-0_N28807.bin,8,interleave,11,147867,0.002825,9.976820,0.000173,290754777103,1598094958970,336299862,402531
0-0_N28807.bin,8,interleave,12,147867,0.002815,10.069940,0.000172,293461519172,1598269376952,319532450,238850
0-0_N28807.bin,8,interleave,13,147867,0.002816,9.980889,0.000173,290849366984,1598101930276,319756956,377222
0-0_N28807.bin,8,interleave,14,147867,0.002807,9.988544,0.000173,291062530726,1598106953990,331619737,239456
0-0_N28807.bin,8,interleave,15,147867,0.002813,9.990957,0.000173,291122754649,1598106116672,324642643,253357
0-0_N28807.bin,24,membind,1,361235,0.002785,9.986697,0.000173,877754561587,3916114667509,269904440,69351
0-0_N28807.bin,24,membind,2,361235,0.002805,9.990363,0.000173,878077592390,3916145884438,259202676,82935
0-0_N28807.bin,24,membind,3,361235,0.002815,9.975791,0.000173,876878102831,3916096553756,258620422,71634
0-0_N28807.bin,24,membind,4,361235,0.002812,9.994221,0.000173,878400485800,3916179562589,243242327,68300
0-0_N28807.bin,24,membind,5,361235,0.002787,9.980254,0.000173,877710143700,3916099540288,260406588,56615
0-0_N28807.bin,24,membind,6,361235,0.002799,10.045159,0.000172,882877775773,3916510666608,293549002,51149
0-0_N28807.bin,24,membind,7,361235,0.002791,9.994621,0.000173,878455666031,3916186609439,250583995,65552
0-0_N28807.bin,24,membind,8,361235,0.002808,10.000252,0.000173,879014705271,3916204993293,255970933,420042
0-0_N28807.bin,24,membind,9,361235,0.002822,9.988507,0.000173,877900626896,3916157274201,241953861,69404
0-0_N28807.bin,24,membind,10,361235,0.002840,10.013163,0.000173,878902173690,3916224812250,272147055,31803
0-0_N28807.bin,24,membind,11,361235,0.002855,9.979474,0.000173,875976884259,3916013057556,253528998,29430
0-0_N28807.bin,24,membind,12,361235,0.002835,10.000899,0.000173,877901128864,3916165498144,253497791,31005
0-0_N28807.bin,24,membind,13,361235,0.002806,10.026807,0.000172,880088072888,3916286486305,260665199,47816
0-0_N28807.bin,24,membind,14,361235,0.002852,10.006713,0.000173,878456260081,3916199094586,235241170,31301
0-0_N28807.bin,24,membind,15,361235,0.002800,10.005097,0.000173,878246552140,3916124696417,265725789,28241
0-0_N28807.bin,24,interleave,1,361617,0.002929,10.107064,0.000171,886877721202,3920872284273,249683329,30796
0-0_N28807.bin,24,interleave,2,361617,0.002858,10.033344,0.000172,880704597278,3920414847643,246815091,30839
0-0_N28807.bin,24,interleave,3,361617,0.002863,10.005903,0.000173,878272668118,3920207940999,248970580,32868
0-0_N28807.bin,24,interleave,4,361617,0.002859,10.017223,0.000173,879250123204,3920323689811,259359650,27820
0-0_N28807.bin,24,interleave,5,361617,0.002867,10.027989,0.000172,880257713624,3920385036906,248984035,48162
0-0_N28807.bin,24,interleave,6,361617,0.002889,10.080682,0.000171,884811083634,3920675055687,247426517,28432
0-0_N28807.bin,24,interleave,7,361617,0.002851,10.019634,0.000173,879597498030,3920333611465,262484722,28716
0-0_N28807.bin,24,interleave,8,361617,0.002860,10.035207,0.000172,880884261759,3920422486153,279794610,30191
0-0_N28807.bin,24,interleave,9,361617,0.002831,10.024735,0.000172,879957424999,3920356375320,273530997,30216
0-0_N28807.bin,24,interleave,10,361617,0.002867,10.007316,0.000173,878462018067,3920245830762,238110436,30016
0-0_N28807.bin,24,interleave,11,361617,0.002861,10.027040,0.000172,880170089377,3920363749925,334492421,31895
0-0_N28807.bin,24,interleave,12,361617,0.002874,10.034274,0.000172,880733741428,3920377416869,283759827,30421
0-0_N28807.bin,24,interleave,13,361617,0.002880,10.020067,0.000172,879309595174,3920310082750,241024563,52668
0-0_N28807.bin,24,interleave,14,361617,0.002891,10.027042,0.000172,879999453990,3920362931017,242987023,49861
0-0_N28807.bin,24,interleave,15,361617,0.002864,9.982880,0.000173,879168131977,3920338147241,256462927,31567
0-0_N28807.bin,48,membind,1,447846,0.002818,10.150103,0.000170,1784385467888,4901831897883,510142906,140613
0-0_N28807.bin,48,membind,2,447846,0.002844,10.160576,0.000170,1786837609187,4901960405166,507594638,137390
0-0_N28807.bin,48,membind,3,447846,0.002846,10.158268,0.000170,1786396727294,4901923498717,507521104,94728
0-0_N28807.bin,48,membind,4,447846,0.002850,10.161257,0.000170,1786598934095,4902003357183,509893230,132535
0-0_N28807.bin,48,membind,5,447846,0.002864,10.176924,0.000170,1789202430083,4902300287826,509797365,130500
0-0_N28807.bin,48,membind,6,447846,0.002879,10.155782,0.000170,1785609756782,4901892420346,508399387,117832
0-0_N28807.bin,48,membind,7,447846,0.002848,10.195270,0.000170,1792328439552,4902313489925,507970569,103842
0-0_N28807.bin,48,membind,8,447846,0.002844,10.149776,0.000170,1784328927433,4901800917487,509897871,573429
0-0_N28807.bin,48,membind,9,447846,0.002845,10.121729,0.000171,1780265681902,4901489092642,507026427,110526
0-0_N28807.bin,48,membind,10,447846,0.002850,10.152899,0.000170,1782733584881,4901772294567,513505994,26477
0-0_N28807.bin,48,membind,11,447846,0.002860,10.145914,0.000170,1781527697988,4901545003706,513712939,27264
0-0_N28807.bin,48,membind,12,447846,0.002856,10.138618,0.000170,1780336038739,4901555257717,515962830,28259
0-0_N28807.bin,48,membind,13,447846,0.002876,10.131766,0.000171,1779160156230,4901466449593,513139264,30653
0-0_N28807.bin,48,membind,14,447846,0.002876,10.157567,0.000170,1783747021749,4901801818627,514381590,32046
0-0_N28807.bin,48,membind,15,447846,0.002852,10.162734,0.000170,1784442571249,4901838131072,512725736,29051
0-0_N28807.bin,48,interleave,1,449805,0.002939,10.190879,0.000170,1789483612269,4923042780067,516325622,481410
0-0_N28807.bin,48,interleave,2,449805,0.002871,10.203272,0.000169,1792172046839,4923166257983,515888680,29707
0-0_N28807.bin,48,interleave,3,449805,0.002880,10.181533,0.000170,1788100469588,4922914685880,514088554,488193
0-0_N28807.bin,48,interleave,4,449805,0.002918,10.190695,0.000170,1789734594592,4923135760775,513675469,28874
0-0_N28807.bin,48,interleave,5,449805,0.002851,10.209181,0.000169,1793325736412,4923341808679,512620985,31349
0-0_N28807.bin,48,interleave,6,449805,0.002905,10.184351,0.000170,1788185087118,4922955213402,514060933,26749
0-0_N28807.bin,48,interleave,7,449805,0.002882,10.204818,0.000169,1791860380930,4923195311785,510529584,31686
0-0_N28807.bin,48,interleave,8,449805,0.002864,10.205149,0.000169,1791879921714,4923267565005,511692955,31378
0-0_N28807.bin,48,interleave,9,449805,0.002859,10.214796,0.000169,1793577042235,4923336254895,509215212,29288
0-0_N28807.bin,48,interleave,10,449805,0.002880,10.187512,0.000170,1790256345008,4923085269996,509166553,478418
0-0_N28807.bin,48,interleave,11,449805,0.002907,10.203570,0.000169,1794216451130,4923390882495,508162675,34273
0-0_N28807.bin,48,interleave,12,449805,0.002925,10.176401,0.000170,1787221675274,4922913824515,508341744,29887
0-0_N28807.bin,48,interleave,13,449805,0.002872,10.182636,0.000170,1787959520817,4922900051126,509138082,42954
0-0_N28807.bin,48,interleave,14,449805,0.002900,10.222049,0.000169,1794650247338,4923384375796,506120746,26333
0-0_N28807.bin,48,interleave,15,449805,0.002886,10.221431,0.000169,1794354585352,4923455707102,505648051,25346
0-0_N432105.bin,1,membind,1,1233,0.029442,9.985076,0.002597,36303250422,199796241502,2877215,169669
0-0_N432105.bin,1,membind,2,1233,0.023127,9.987620,0.002596,36313070862,199796241550,2892494,212695
0-0_N432105.bin,1,membind,3,1233,0.023269,9.986404,0.002596,36306167391,199796241523,3056863,173998
0-0_N432105.bin,1,membind,4,1233,0.023070,9.991407,0.002595,36320188267,199796241526,3160874,171661
0-0_N432105.bin,1,membind,5,1233,0.023088,9.987913,0.002596,36304473366,199796241533,3183837,184596
0-0_N432105.bin,1,membind,6,1233,0.023142,9.995995,0.002594,36332883980,199796241580,3280899,173984
0-0_N432105.bin,1,membind,7,1233,0.023163,9.989172,0.002595,36305970694,199796241531,3214389,193253
0-0_N432105.bin,1,membind,8,1233,0.023180,9.994137,0.002594,36316900486,199796241611,3225211,174287
0-0_N432105.bin,1,membind,9,1233,0.023234,9.991810,0.002595,36306349777,199796241605,3214268,176941
0-0_N432105.bin,1,membind,10,1233,0.023106,9.989962,0.002595,36314790454,199796241610,3240334,188753
0-0_N432105.bin,1,membind,11,1233,0.023388,9.988326,0.002596,36304809989,199796241569,3249620,203684
0-0_N432105.bin,1,membind,12,1233,0.023101,9.991944,0.002595,36320680069,199796241595,3257170,185614
0-0_N432105.bin,1,membind,13,1233,0.023204,9.986030,0.002596,36299860992,199796241625,3252039,177629
0-0_N432105.bin,1,membind,14,1233,0.023357,9.992724,0.002595,36325503545,199796241593,3312003,211478
0-0_N432105.bin,1,membind,15,1233,0.023056,9.989095,0.002595,36309255632,199796241553,3323972,194013
0-0_N432105.bin,1,interleave,1,1233,0.023495,9.989959,0.002595,36310404606,199796241569,3355466,203520
0-0_N432105.bin,1,interleave,2,1233,0.023123,9.991851,0.002595,36318993642,199796241710,3414433,248540
0-0_N432105.bin,1,interleave,3,1233,0.023217,9.989739,0.002595,36308684861,199796241607,3388425,190072
0-0_N432105.bin,1,interleave,4,1233,0.023298,9.990229,0.002595,36310134368,199796241617,3434412,217977
0-0_N432105.bin,1,interleave,5,1233,0.023338,9.989811,0.002595,36309047472,199796241582,3422049,208002
0-0_N432105.bin,1,interleave,6,1233,0.023265,9.993379,0.002594,36321143464,199796241651,3392308,193344
0-0_N432105.bin,1,interleave,7,1233,0.023147,9.991734,0.002595,36313818061,199796241585,3442715,196427
0-0_N432105.bin,1,interleave,8,1233,0.023249,9.991386,0.002595,36314607942,199796241599,3444212,244896
0-0_N432105.bin,1,interleave,9,1233,0.023250,9.992864,0.002594,36317386969,199796241633,3475431,229251
0-0_N432105.bin,1,interleave,10,1233,0.023266,9.994019,0.002594,36322373838,199796241656,3444427,233527
0-0_N432105.bin,1,interleave,11,1233,0.023157,9.993073,0.002594,36319574551,199796241598,3394473,169024
0-0_N432105.bin,1,interleave,12,1233,0.023182,9.992858,0.002594,36318074792,199796241624,3463944,227698
0-0_N432105.bin,1,interleave,13,1233,0.023260,9.993419,0.002594,36317893492,199796241643,3428560,243695
0-0_N432105.bin,1,interleave,14,1233,0.023254,9.995018,0.002594,36325120816,199796241623,3440810,207773
0-0_N432105.bin,1,interleave,15,1233,0.023406,9.991467,0.002595,36311786775,199796241633,3423294,226425
0-0_N432105.bin,8,membind,1,2714,0.023220,10.037625,0.002583,290483405036,439928614451,16892343,15831
0-0_N432105.bin,8,membind,2,2714,0.023526,10.109223,0.002565,292554647930,439925878936,16942173,14153
0-0_N432105.bin,8,membind,3,2714,0.023208,10.095623,0.002568,292168235887,439924494580,16978376,14334
0-0_N432105.bin,8,membind,4,2714,0.023235,10.061603,0.002577,291185203965,439925059580,16994953,18912
0-0_N432105.bin,8,membind,5,2714,0.023319,10.038369,0.002583,290515039147,439925120574,17005480,20694
0-0_N432105.bin,8,membind,6,2714,0.023320,10.104040,0.002566,292435020532,439925249114,17021924,15912
0-0_N432105.bin,8,membind,7,2714,0.023238,10.061317,0.002577,291201870189,439925903757,16986403,14500
0-0_N432105.bin,8,membind,8,2714,0.023101,10.067403,0.002575,291353787487,439928140969,16958877,17469
0-0_N432105.bin,8,membind,9,2714,0.023352,10.040732,0.002582,290571614152,439927344629,16965372,16734
0-0_N432105.bin,8,membind,10,2714,0.023157,10.036680,0.002583,290455741612,439926709925,16910276,17923
0-0_N432105.bin,8,membind,11,2714,0.023520,10.093825,0.002569,292091857735,439924823143,17053536,14179
0-0_N432105.bin,8,membind,12,2714,0.023167,10.099802,0.002567,292280061125,439923284108,17050349,13519
0-0_N432105.bin,8,membind,13,2714,0.023211,10.070152,0.002575,291421561093,439924903200,17024747,14209
0-0_N432105.bin,8,membind,14,2714,0.023326,10.171356,0.002549,294328873470,439921895857,17150639,14002
0-0_N432105.bin,8,membind,15,2714,0.023317,10.022150,0.002587,290050599249,439929042274,16992124,14155
0-0_N432105.bin,8,interleave,1,2680,0.023528,9.891758,0.002621,286237567527,434416654370,16749430,13899
0-0_N432105.bin,8,interleave,2,2680,0.023314,10.029204,0.002585,290194090063,434409630598,16991101,17061
0-0_N432105.bin,8,interleave,3,2680,0.023359,10.060446,0.002577,291105456741,434409060658,17061148,15491
0-0_N432105.bin,8,interleave,4,2680,0.023462,9.996675,0.002593,289244458890,434413364617,16928323,16449
0-0_N432105.bin,8,interleave,5,2680,0.023291,9.964882,0.002602,288329527891,434412783685,16960449,17598
0-0_N432105.bin,8,interleave,6,2680,0.023209,9.924665,0.002612,287179606598,434416721656,16770993,15136
0-0_N432105.bin,8,interleave,7,2680,0.023362,9.931764,0.002610,287377104418,434414091712,16891823,13960
0-0_N432105.bin,8,interleave,8,2680,0.023355,10.003120,0.002592,289451136753,434413379096,16852799,13494
0-0_N432105.bin,8,interleave,9,2680,0.023435,9.938713,0.002609,287617060165,434412883381,16820664,15239
0-0_N432105.bin,8,interleave,10,2680,0.023455,9.969090,0.002601,288424353396,434412713392,17025602,19141
0-0_N432105.bin,8,interleave,11,2680,0.023341,9.940120,0.002608,287632999154,434415743118,16909893,15221
0-0_N432105.bin,8,interleave,12,2680,0.023332,9.973770,0.002599,288610656693,434408192749,16937963,17082
0-0_N432105.bin,8,interleave,13,2680,0.023386,9.925937,0.002612,287203900399,434414918394,16912005,13807
0-0_N432105.bin,8,interleave,14,2680,0.023338,9.960826,0.002603,288201314698,434411092528,16923447,13708
0-0_N432105.bin,8,interleave,15,2680,0.023354,9.932542,0.002610,287406147751,434413663055,17020899,14938
0-0_N432105.bin,24,membind,1,12503,0.023241,10.049663,0.002580,872802739125,2029767837144,113367538,80390
0-0_N432105.bin,24,membind,2,12503,0.041616,10.057571,0.002578,873526356338,2029760421170,113371204,57602
0-0_N432105.bin,24,membind,3,12503,0.042111,9.998734,0.002593,868335444728,2029636462958,114207875,70141
0-0_N432105.bin,24,membind,4,12503,0.041828,10.097281,0.002568,877055110981,2029944785171,112959029,57440
0-0_N432105.bin,24,membind,5,12503,0.042130,10.038394,0.002583,871806924098,2029720326484,114364922,96789
0-0_N432105.bin,24,membind,6,12503,0.042415,10.108919,0.002565,878159542038,2029911867916,112221260,68240
0-0_N432105.bin,24,membind,7,12503,0.041531,10.027641,0.002585,870759061785,2029642059943,112990402,66863
0-0_N432105.bin,24,membind,8,12503,0.041826,10.019481,0.002588,870253927011,2029610475421,112684915,66927
0-0_N432105.bin,24,membind,9,12503,0.042199,10.053802,0.002579,873255316997,2029805893031,113591139,67858
0-0_N432105.bin,24,membind,10,12503,0.041472,10.025337,0.002586,870644253349,2029597419933,112953072,57226
0-0_N432105.bin,24,membind,11,12503,0.041651,9.989626,0.002595,867593480564,2029560154888,115434494,58721
0-0_N432105.bin,24,membind,12,12503,0.041719,10.025028,0.002586,870738419617,2029633103395,112775956,86277
0-0_N432105.bin,24,membind,13,12503,0.041030,10.065432,0.002576,874275201888,2029868368127,113849947,77901
0-0_N432105.bin,24,membind,14,12503,0.041892,9.984735,0.002597,867130553322,2029533075673,113676095,81151
0-0_N432105.bin,24,membind,15,12503,0.042864,10.041984,0.002582,872278570103,2029764492768,114093374,88774
0-0_N432105.bin,24,interleave,1,12489,0.032571,10.075675,0.002573,875120666947,2027523588704,114224949,76294
0-0_N432105.bin,24,interleave,2,12489,0.041201,10.128490,0.002560,879909197792,2027943618747,113616874,76934
0-0_N432105.bin,24,interleave,3,12489,0.042155,10.103485,0.002566,877702440098,2027745052115,113755592,75006
0-0_N432105.bin,24,interleave,4,12489,0.042186,10.048129,0.002580,872746192331,2027589340856,114215764,96697
0-0_N432105.bin,24,interleave,5,12489,0.041622,10.066845,0.002575,874420953322,2027610091731,113848517,56842
0-0_N432105.bin,24,interleave,6,12489,0.040101,10.105696,0.002566,877731863077,2027769923987,113363338,75325
0-0_N432105.bin,24,interleave,7,12489,0.040081,9.984251,0.002597,866971562310,2027388768730,114140802,76995
0-0_N432105.bin,24,interleave,8,12489,0.042194,10.044346,0.002581,872272826369,2027568543570,113935082,66856
0-0_N432105.bin,24,interleave,9,12489,0.041469,10.076319,0.002573,875325606663,2027657354930,114027552,79959
0-0_N432105.bin,24,interleave,10,12489,0.040380,10.104201,0.002566,877730237340,2027844677452,113632122,76811
0-0_N432105.bin,24,interleave,11,12489,0.040633,10.070752,0.002574,874823049965,2027562520314,115018167,74355
0-0_N432105.bin,24,interleave,12,12489,0.041545,10.041330,0.002582,872252514118,2027522375820,114162323,57218
0-0_N432105.bin,24,interleave,13,12489,0.041780,10.119567,0.002562,879002194177,2027783326558,114731125,63964
0-0_N432105.bin,24,interleave,14,12489,0.041334,10.073686,0.002574,874980092227,2027680990160,113848903,56323
0-0_N432105.bin,24,interleave,15,12489,0.042257,10.109093,0.002565,878185038452,2027745931122,112823155,56835
0-0_N432105.bin,48,membind,1,55598,0.032086,10.049136,0.002580,1754777352494,9019509685577,499344919,124772
0-0_N432105.bin,48,membind,2,55598,0.045853,9.934891,0.002610,1734697776441,9018047194768,508318432,157414
0-0_N432105.bin,48,membind,3,55598,0.047201,9.904498,0.002618,1728890082896,9017603167682,499132808,101117
0-0_N432105.bin,48,membind,4,55598,0.046135,9.921459,0.002613,1731464215787,9017773468582,507618707,123800
0-0_N432105.bin,48,membind,5,55598,0.046436,9.917549,0.002614,1730120471684,9017714761730,502407547,122725
0-0_N432105.bin,48,membind,6,55598,0.045584,10.139195,0.002557,1770730986709,9020796509842,503978458,185139
0-0_N432105.bin,48,membind,7,55598,0.045815,9.901303,0.002618,1727316957566,9017472991418,516662454,160915
0-0_N432105.bin,48,membind,8,55598,0.046795,9.917346,0.002614,1729896726357,9017678356359,502701709,115944
0-0_N432105.bin,48,membind,9,55598,0.045701,9.920859,0.002613,1730425151279,9017720596157,508335576,103512
0-0_N432105.bin,48,membind,10,55598,0.045153,9.917824,0.002614,1730415962659,9017706290961,507172546,149489
0-0_N432105.bin,48,membind,11,55598,0.045028,10.056232,0.002578,1756669081903,9019653873381,507582286,107268
0-0_N432105.bin,48,membind,12,55598,0.046474,9.918513,0.002614,1731161508576,9017725282895,516137718,125568
0-0_N432105.bin,48,membind,13,55598,0.046693,9.940088,0.002608,1734440658156,9018001998870,505128115,170286
0-0_N432105.bin,48,membind,14,55598,0.046445,9.912391,0.002616,1729984458963,9017693388670,508315051,148518
0-0_N432105.bin,48,membind,15,55598,0.045644,9.897448,0.002619,1728013996608,9017558986524,493213286,169973
0-0_N432105.bin,48,interleave,1,55248,0.033338,9.861525,0.002629,1721429823116,8961145256815,502741720,178034
0-0_N432105.bin,48,interleave,2,55248,0.043637,9.902221,0.002618,1728445896058,8961609305553,497652902,105099
0-0_N432105.bin,48,interleave,3,55248,0.043903,9.863577,0.002628,1721395700785,8961114902207,503285021,125845
0-0_N432105.bin,48,interleave,4,55248,0.044837,9.883018,0.002623,1723518624514,8961255166165,550612202,144777
0-0_N432105.bin,48,interleave,5,55248,0.045356,9.860908,0.002629,1720356278100,8961030380898,509627892,192871
0-0_N432105.bin,48,interleave,6,55248,0.044687,9.855334,0.002631,1719247773026,8960884489942,500821934,124966
0-0_N432105.bin,48,interleave,7,55248,0.042500,10.029226,0.002585,1749227428930,8963205003596,502097308,149551
0-0_N432105.bin,48,interleave,8,55248,0.045663,9.850747,0.002632,1718478181808,8960871204772,511066616,145814
0-0_N432105.bin,48,interleave,9,55248,0.044064,9.871503,0.002626,1722532251489,8961212924486,559910407,144440
0-0_N432105.bin,48,interleave,10,55248,0.043930,10.067540,0.002575,1758982175722,8963952948594,498595538,171606
0-0_N432105.bin,48,interleave,11,55248,0.044177,9.897146,0.002620,1727513282425,8961560137430,510750788,180667
0-0_N432105.bin,48,interleave,12,55248,0.043845,9.980138,0.002598,1743887772691,8962756921843,503102180,127156
0-0_N432105.bin,48,interleave,13,55248,0.044494,9.858892,0.002630,1720993551549,8961058321011,503759104,104514
0-0_N432105.bin,48,interleave,14,55248,0.043823,9.864800,0.002628,1722475694273,8961141836997,501573094,102250
0-0_N432105.bin,48,interleave,15,55248,0.044738,9.991228,0.002595,1745538677237,8962888021880,497175042,160387
0-0_N8642110.bin,1,membind,1,61,0.455041,9.933521,0.052200,36139764933,197688379465,4163680,200543
0-0_N8642110.bin,1,membind,2,61,0.441552,9.932890,0.052203,36126508690,197688379464,3187927,200029
0-0_N8642110.bin,1,membind,3,61,0.442161,9.936474,0.052184,36132316887,197688379467,3201138,199863
0-0_N8642110.bin,1,membind,4,61,0.444301,9.931992,0.052208,36127018700,197688379455,3190019,199405
0-0_N8642110.bin,1,membind,5,61,0.443276,9.928804,0.052224,36123624048,197688379449,3189386,199639
0-0_N8642110.bin,1,membind,6,61,0.446250,9.930064,0.052218,36126124237,197688379459,3189296,198670
0-0_N8642110.bin,1,membind,7,61,0.443682,9.930693,0.052215,36129376940,197688379456,3212025,199281
0-0_N8642110.bin,1,membind,8,61,0.442432,9.932159,0.052207,36127399065,197688379459,3204038,200508
0-0_N8642110.bin,1,membind,9,61,0.441260,9.931383,0.052211,36131273321,197688379468,3190309,199855
0-0_N8642110.bin,1,membind,10,61,0.444156,9.929754,0.052219,36123868147,197688379469,3186188,199980
0-0_N8642110.bin,1,membind,11,61,0.441696,9.930395,0.052216,36129012501,197688379446,3196268,200376
0-0_N8642110.bin,1,membind,12,61,0.443636,9.937208,0.052180,36129878849,197688379471,3196026,201516
0-0_N8642110.bin,1,membind,13,61,0.446003,9.937066,0.052181,36139849731,197688379485,4131475,200760
0-0_N8642110.bin,1,membind,14,61,0.443732,9.928786,0.052225,36126416589,197688379455,3195894,201544
0-0_N8642110.bin,1,membind,15,61,0.440394,9.932516,0.052205,36129107181,197688379457,3205315,200870
0-0_N8642110.bin,1,interleave,1,61,0.441120,9.929124,0.052223,36122687064,197688379454,3213881,206421
0-0_N8642110.bin,1,interleave,2,61,0.440124,9.929124,0.052223,36125175316,197688379453,3203118,204578
0-0_N8642110.bin,1,interleave,3,61,0.444980,9.929412,0.052221,36125820116,197688379455,3208363,203903
0-0_N8642110.bin,1,interleave,4,61,0.440668,9.928325,0.052227,36121644200,197688379458,3193508,204134
0-0_N8642110.bin,1,interleave,5,61,0.440624,9.928043,0.052228,36122908918,197688379462,3209170,204009
0-0_N8642110.bin,1,interleave,6,61,0.440142,9.929044,0.052223,36122102586,197688379447,3207965,204445
0-0_N8642110.bin,1,interleave,7,61,0.438581,9.927968,0.052229,36122070774,197688379452,3205313,203916
0-0_N8642110.bin,1,interleave,8,61,0.439689,9.927873,0.052229,36121642881,197688379447,3200897,203951
0-0_N8642110.bin,1,interleave,9,61,0.440933,9.928778,0.052225,36125393022,197688379445,3209937,204636
0-0_N8642110.bin,1,interleave,10,61,0.441149,9.928262,0.052227,36122440251,197688379470,3192726,202529
0-0_N8642110.bin,1,interleave,11,61,0.439962,9.928700,0.052225,36122993369,197688379455,3213751,205563
0-0_N8642110.bin,1,interleave,12,61,0.438564,9.927259,0.052233,36119370747,197688379439,3209864,205360
0-0_N8642110.bin,1,interleave,13,61,0.439393,9.928552,0.052226,36125316387,197688379449,3214340,204284
0-0_N8642110.bin,1,interleave,14,61,0.440338,9.928035,0.052229,36122575162,197688379443,3212749,203546
